case_id,cse_id,alert_id,created_at,investigation_started_at,closed_at,priority,investigation_summary,evidence_count,closure_reason,root_cause,remediation_status,reviewer_id
CSE-04-CASE-0036,CSE-04,CSE-04-ALT-0036,2026-08-15T20:24:00Z,2026-08-15T20:27:00Z,2026-08-15T20:30:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0037,CSE-04,CSE-04-ALT-0037,2026-08-28T19:07:00Z,2026-08-28T19:14:00Z,2026-08-28T20:55:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-04-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-003,Completed,LEAD-REV-01
CSE-04-CASE-0038,CSE-04,CSE-04-ALT-0038,2026-08-08T08:48:00Z,2026-08-08T08:56:00Z,2026-08-08T10:06:00Z,Medium,"Investigated suspicious Malware activity on CSE-04-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-004,Completed,LEAD-REV-01
CSE-04-CASE-0039,CSE-04,CSE-04-ALT-0039,2026-08-13T15:15:00Z,2026-08-13T15:18:00Z,2026-08-13T15:19:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0040,CSE-04,CSE-04-ALT-0040,2026-08-08T07:48:00Z,2026-08-08T07:49:00Z,2026-08-08T07:50:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0041,CSE-04,CSE-04-ALT-0041,2026-08-25T08:15:00Z,2026-08-25T08:17:00Z,2026-08-25T09:03:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-04-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-002,Completed,LEAD-REV-01
CSE-04-CASE-0042,CSE-04,CSE-04-ALT-0042,2026-08-21T05:45:00Z,2026-08-21T05:46:00Z,2026-08-21T05:47:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0043,CSE-04,CSE-04-ALT-0043,2026-08-02T20:28:00Z,2026-08-02T20:32:00Z,2026-08-02T22:17:00Z,Medium,"Investigated suspicious Identity/Credential Access activity on CSE-04-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-004,Completed,LEAD-REV-01
CSE-04-CASE-0044,CSE-04,CSE-04-ALT-0044,2026-08-10T15:52:00Z,2026-08-10T15:58:00Z,2026-08-10T17:45:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-04-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-005,Completed,LEAD-REV-01
CSE-04-CASE-0045,CSE-04,CSE-04-ALT-0045,2026-08-10T12:42:00Z,2026-08-10T12:44:00Z,2026-08-10T12:45:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0046,CSE-04,CSE-04-ALT-0046,2026-08-09T09:35:00Z,2026-08-09T09:42:00Z,2026-08-09T10:37:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-04-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-002,Completed,LEAD-REV-01
CSE-04-CASE-0047,CSE-04,CSE-04-ALT-0047,2026-08-13T04:42:00Z,2026-08-13T04:48:00Z,2026-08-13T06:29:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-04-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-003,Completed,LEAD-REV-01
CSE-04-CASE-0048,CSE-04,CSE-04-ALT-0048,2026-08-05T17:24:00Z,2026-08-05T17:29:00Z,2026-08-05T17:30:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0049,CSE-04,CSE-04-ALT-0049,2026-08-28T15:19:00Z,2026-08-28T15:27:00Z,2026-08-28T16:17:00Z,Medium,"Investigated suspicious Denial of Service activity on CSE-04-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",5,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-005,Completed,LEAD-REV-01
CSE-04-CASE-0050,CSE-04,CSE-04-ALT-0050,2026-08-19T00:08:00Z,2026-08-19T00:10:00Z,2026-08-19T00:11:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0051,CSE-04,CSE-04-ALT-0051,2026-08-12T04:05:00Z,2026-08-12T04:07:00Z,2026-08-12T04:09:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0052,CSE-04,CSE-04-ALT-0052,2026-08-24T14:03:00Z,2026-08-24T14:13:00Z,2026-08-24T15:31:00Z,Medium,"Investigated suspicious Lateral Movement activity on CSE-04-AST-003. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",2,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-003,Completed,LEAD-REV-01
CSE-04-CASE-0053,CSE-04,CSE-04-ALT-0053,2026-08-08T02:46:00Z,2026-08-08T02:50:00Z,2026-08-08T04:37:00Z,Medium,"Investigated suspicious Reconnaissance activity on CSE-04-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-004,Completed,LEAD-REV-01
CSE-04-CASE-0054,CSE-04,CSE-04-ALT-0054,2026-08-10T08:13:00Z,2026-08-10T08:14:00Z,2026-08-10T08:15:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0055,CSE-04,CSE-04-ALT-0055,2026-08-24T03:45:00Z,2026-08-24T03:49:00Z,2026-08-24T03:50:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0056,CSE-04,CSE-04-ALT-0056,2026-08-11T17:24:00Z,2026-08-11T17:30:00Z,2026-08-11T19:12:00Z,Medium,"Investigated suspicious Data Exfiltration activity on CSE-04-AST-002. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",4,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-002,Completed,LEAD-REV-01
CSE-04-CASE-0057,CSE-04,CSE-04-ALT-0057,2026-08-17T23:29:00Z,2026-08-17T23:33:00Z,2026-08-17T23:34:00Z,High,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-04-CASE-0058,CSE-04,CSE-04-ALT-0058,2026-08-12T18:26:00Z,2026-08-12T18:30:00Z,2026-08-12T20:18:00Z,Medium,"Investigated suspicious Malware activity on CSE-04-AST-004. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-004,Completed,LEAD-REV-01
CSE-04-CASE-0059,CSE-04,CSE-04-ALT-0059,2026-08-10T01:59:00Z,2026-08-10T02:06:00Z,2026-08-10T03:53:00Z,Medium,"Investigated suspicious Privilege Escalation activity on CSE-04-AST-005. Host quarantine verified, memory strings analyzed, credentials rotated for user domain accounts. Incident mitigated cleanly.",3,Resolved by Standard Triage,Root vulnerability in service module on CSE-04-AST-005,Completed,LEAD-REV-01
CSE-04-CASE-0060,CSE-04,CSE-04-ALT-0060,2026-08-11T15:24:00Z,2026-08-11T15:26:00Z,2026-08-11T15:27:00Z,Critical,Closed per review. No action needed.,0,Generic closure,,Completed,LEAD-REV-01
CSE-05-CASE-0001,CSE-05,CSE-05-ALT-0001,2026-08-02T10:52:00Z,2026-08-02T10:53:00Z,2026-08-02T11:38:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0002,CSE-05,CSE-05-ALT-0002,2026-08-08T10:45:00Z,2026-08-08T10:49:00Z,2026-08-08T11:26:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0003,CSE-05,CSE-05-ALT-0003,2026-08-03T03:40:00Z,2026-08-03T03:48:00Z,2026-08-03T05:38:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0004,CSE-05,CSE-05-ALT-0004,2026-08-02T01:35:00Z,2026-08-02T01:36:00Z,2026-08-02T02:16:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0005,CSE-05,CSE-05-ALT-0005,2026-08-10T08:32:00Z,2026-08-10T08:35:00Z,2026-08-10T10:07:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0006,CSE-05,CSE-05-ALT-0006,2026-08-05T15:12:00Z,2026-08-05T15:17:00Z,2026-08-05T16:59:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0007,CSE-05,CSE-05-ALT-0007,2026-08-03T19:25:00Z,2026-08-03T19:29:00Z,2026-08-03T21:17:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0008,CSE-05,CSE-05-ALT-0008,2026-08-22T10:41:00Z,2026-08-22T10:43:00Z,2026-08-22T11:25:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0009,CSE-05,CSE-05-ALT-0009,2026-08-18T23:03:00Z,2026-08-18T23:06:00Z,2026-08-18T23:44:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0010,CSE-05,CSE-05-ALT-0010,2026-08-21T18:36:00Z,2026-08-21T18:45:00Z,2026-08-21T19:28:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0011,CSE-05,CSE-05-ALT-0011,2026-08-30T06:56:00Z,2026-08-30T07:01:00Z,2026-08-30T08:36:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0012,CSE-05,CSE-05-ALT-0012,2026-08-10T01:36:00Z,2026-08-10T01:39:00Z,2026-08-10T02:20:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0013,CSE-05,CSE-05-ALT-0013,2026-08-19T12:48:00Z,2026-08-19T12:50:00Z,2026-08-19T14:18:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0014,CSE-05,CSE-05-ALT-0014,2026-08-09T02:53:00Z,2026-08-09T03:02:00Z,2026-08-09T04:22:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0015,CSE-05,CSE-05-ALT-0015,2026-08-06T06:46:00Z,2026-08-06T06:52:00Z,2026-08-06T08:30:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0016,CSE-05,CSE-05-ALT-0016,2026-08-08T10:21:00Z,2026-08-08T10:31:00Z,2026-08-08T12:19:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0017,CSE-05,CSE-05-ALT-0017,2026-08-21T16:50:00Z,2026-08-21T16:54:00Z,2026-08-21T18:32:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0018,CSE-05,CSE-05-ALT-0018,2026-08-07T05:37:00Z,2026-08-07T05:39:00Z,2026-08-07T07:05:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0019,CSE-05,CSE-05-ALT-0019,2026-08-23T10:05:00Z,2026-08-23T10:12:00Z,2026-08-23T11:04:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0020,CSE-05,CSE-05-ALT-0020,2026-08-13T18:23:00Z,2026-08-13T18:24:00Z,2026-08-13T19:14:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0021,CSE-05,CSE-05-ALT-0021,2026-08-25T16:06:00Z,2026-08-25T16:09:00Z,2026-08-25T16:57:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0022,CSE-05,CSE-05-ALT-0022,2026-08-19T00:26:00Z,2026-08-19T00:28:00Z,2026-08-19T01:09:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0023,CSE-05,CSE-05-ALT-0023,2026-08-20T18:55:00Z,2026-08-20T19:00:00Z,2026-08-20T19:36:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0024,CSE-05,CSE-05-ALT-0024,2026-08-25T01:57:00Z,2026-08-25T02:06:00Z,2026-08-25T03:50:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0025,CSE-05,CSE-05-ALT-0025,2026-08-05T16:19:00Z,2026-08-05T16:22:00Z,2026-08-05T18:02:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0026,CSE-05,CSE-05-ALT-0026,2026-08-09T21:19:00Z,2026-08-09T21:25:00Z,2026-08-09T22:08:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0027,CSE-05,CSE-05-ALT-0027,2026-08-21T23:38:00Z,2026-08-21T23:46:00Z,2026-08-22T00:43:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0028,CSE-05,CSE-05-ALT-0028,2026-08-01T20:21:00Z,2026-08-01T20:28:00Z,2026-08-01T22:20:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0029,CSE-05,CSE-05-ALT-0029,2026-08-15T04:38:00Z,2026-08-15T04:44:00Z,2026-08-15T05:56:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0030,CSE-05,CSE-05-ALT-0030,2026-08-11T13:25:00Z,2026-08-11T13:33:00Z,2026-08-11T14:42:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0031,CSE-05,CSE-05-ALT-0031,2026-08-13T16:52:00Z,2026-08-13T16:58:00Z,2026-08-13T18:22:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0032,CSE-05,CSE-05-ALT-0032,2026-08-18T13:43:00Z,2026-08-18T13:44:00Z,2026-08-18T15:33:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0033,CSE-05,CSE-05-ALT-0033,2026-08-07T22:51:00Z,2026-08-07T22:58:00Z,2026-08-07T23:39:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0034,CSE-05,CSE-05-ALT-0034,2026-08-21T17:15:00Z,2026-08-21T17:22:00Z,2026-08-21T18:14:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0035,CSE-05,CSE-05-ALT-0035,2026-08-20T23:37:00Z,2026-08-20T23:46:00Z,2026-08-21T01:25:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0036,CSE-05,CSE-05-ALT-0036,2026-08-02T19:44:00Z,2026-08-02T19:54:00Z,2026-08-02T21:32:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0037,CSE-05,CSE-05-ALT-0037,2026-08-25T15:42:00Z,2026-08-25T15:45:00Z,2026-08-25T17:07:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0038,CSE-05,CSE-05-ALT-0038,2026-08-22T05:41:00Z,2026-08-22T05:48:00Z,2026-08-22T07:03:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0039,CSE-05,CSE-05-ALT-0039,2026-08-09T15:32:00Z,2026-08-09T15:41:00Z,2026-08-09T17:18:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0040,CSE-05,CSE-05-ALT-0040,2026-08-12T20:29:00Z,2026-08-12T20:38:00Z,2026-08-12T22:24:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0041,CSE-05,CSE-05-ALT-0041,2026-08-16T11:18:00Z,2026-08-16T11:20:00Z,2026-08-16T12:08:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0042,CSE-05,CSE-05-ALT-0042,2026-08-10T18:29:00Z,2026-08-10T18:38:00Z,2026-08-10T19:35:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0043,CSE-05,CSE-05-ALT-0043,2026-08-04T22:46:00Z,2026-08-04T22:52:00Z,2026-08-05T00:23:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0044,CSE-05,CSE-05-ALT-0044,2026-08-27T06:07:00Z,2026-08-27T06:09:00Z,2026-08-27T07:30:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0045,CSE-05,CSE-05-ALT-0045,2026-08-09T00:11:00Z,2026-08-09T00:17:00Z,2026-08-09T01:11:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
CSE-05-CASE-0046,CSE-05,CSE-05-ALT-0046,2026-08-08T20:40:00Z,2026-08-08T20:47:00Z,2026-08-08T21:43:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,2,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-002,Completed,LEAD-REV-01
CSE-05-CASE-0047,CSE-05,CSE-05-ALT-0047,2026-08-20T14:28:00Z,2026-08-20T14:35:00Z,2026-08-20T16:02:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-003,Completed,LEAD-REV-01
CSE-05-CASE-0048,CSE-05,CSE-05-ALT-0048,2026-08-10T06:51:00Z,2026-08-10T07:01:00Z,2026-08-10T07:39:00Z,High,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,3,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-004,Completed,LEAD-REV-01
CSE-05-CASE-0049,CSE-05,CSE-05-ALT-0049,2026-08-11T14:29:00Z,2026-08-11T14:37:00Z,2026-08-11T15:42:00Z,Medium,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,4,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-005,Completed,LEAD-REV-01
CSE-05-CASE-0050,CSE-05,CSE-05-ALT-0050,2026-08-14T03:25:00Z,2026-08-14T03:31:00Z,2026-08-14T04:19:00Z,Critical,Alert inspected by shift analyst. Verified host logs and network traces. No persistence mechanisms or lateral movement observed. Host rebooted and restored to baseline operating condition. Benign event.,5,Resolved by Standard Triage,Root vulnerability in service module on CSE-05-AST-001,Completed,LEAD-REV-01
